,ds,mech,seed,method,metric,value
298,transfusion,MNAR_quant,1803345590,OT_PMM,RMSE,1.1982972010451043
299,transfusion,MNAR_quant,1803345590,OT_PMM,MAE,0.7555155588954993
300,transfusion,MNAR_quant,1843824992,PMM,RMSE,1.2686786074779415
301,transfusion,MNAR_quant,1843824992,PMM,MAE,0.7867667127435445
302,transfusion,MNAR_quant,1843824992,OT_PMM,RMSE,1.3155859539475359
303,transfusion,MNAR_quant,1843824992,OT_PMM,MAE,0.8078565129362233
304,transfusion,MNAR_quant,184566854,PMM,RMSE,0.1908270878338427
305,transfusion,MNAR_quant,184566854,PMM,MAE,0.03427355674528722
306,transfusion,MNAR_quant,184566854,OT_PMM,RMSE,0.07134609775743753
307,transfusion,MNAR_quant,184566854,OT_PMM,MAE,0.012947788103775169
308,transfusion,MNAR_quant,191664963,PMM,RMSE,0.9303597156587148
309,transfusion,MNAR_quant,191664963,PMM,MAE,0.6403831967993618
310,transfusion,MNAR_quant,191664963,OT_PMM,RMSE,0.976434941191133
311,transfusion,MNAR_quant,191664963,OT_PMM,MAE,0.6627742176664725
312,transfusion,MNAR_quant,1990212658,PMM,RMSE,0.1741479755779152
313,transfusion,MNAR_quant,1990212658,PMM,MAE,0.024824305119250087
314,transfusion,MNAR_quant,1990212658,OT_PMM,RMSE,0.10477732025998646
315,transfusion,MNAR_quant,1990212658,OT_PMM,MAE,0.012812544577677467
316,transfusion,MNAR_quant,202244314,PMM,RMSE,1.285283867222887
317,transfusion,MNAR_quant,202244314,PMM,MAE,0.7803581947981834
318,transfusion,MNAR_quant,202244314,OT_PMM,RMSE,1.294858530061471
319,transfusion,MNAR_quant,202244314,OT_PMM,MAE,0.7480117411277925
320,transfusion,MNAR_quant,2095133045,PMM,RMSE,0.9825122910613702
321,transfusion,MNAR_quant,2095133045,PMM,MAE,0.6686410122812658
322,transfusion,MNAR_quant,2095133045,OT_PMM,RMSE,0.9769643918814789
323,transfusion,MNAR_quant,2095133045,OT_PMM,MAE,0.6569942099542649
324,transfusion,MNAR_quant,275121930,PMM,RMSE,0.5166212071152093
325,transfusion,MNAR_quant,275121930,PMM,MAE,0.08767654051119984
326,transfusion,MNAR_quant,275121930,OT_PMM,RMSE,0.19591293463840967
327,transfusion,MNAR_quant,275121930,OT_PMM,MAE,0.029491199990130845
328,transfusion,MNAR_quant,392022359,PMM,RMSE,0.14633310355970028
329,transfusion,MNAR_quant,392022359,PMM,MAE,0.027847264855545874
330,transfusion,MNAR_quant,392022359,OT_PMM,RMSE,0.13411650474802764
331,transfusion,MNAR_quant,392022359,OT_PMM,MAE,0.022135005397998
332,transfusion,MNAR_quant,432652533,PMM,RMSE,0.9435555728221298
333,transfusion,MNAR_quant,432652533,PMM,MAE,0.6203758446702066
334,transfusion,MNAR_quant,432652533,OT_PMM,RMSE,0.9510675821036884
335,transfusion,MNAR_quant,432652533,OT_PMM,MAE,0.6693772154116683
336,transfusion,MNAR_quant,796282693,PMM,RMSE,0.2898655091316291
337,transfusion,MNAR_quant,796282693,PMM,MAE,0.0460154234080245
338,transfusion,MNAR_quant,796282693,OT_PMM,RMSE,0.1488662014190686
339,transfusion,MNAR_quant,796282693,OT_PMM,MAE,0.021420972965804513
340,transfusion,MNAR_quant,864178266,PMM,RMSE,0.1657598963086297
341,transfusion,MNAR_quant,864178266,PMM,MAE,0.020593553409185457
342,transfusion,MNAR_quant,864178266,OT_PMM,RMSE,0.07011057406100436
343,transfusion,MNAR_quant,864178266,OT_PMM,MAE,0.00956129265426468
344,transfusion,MNAR_quant,929893137,PMM,RMSE,0.07097773854764464
345,transfusion,MNAR_quant,929893137,PMM,MAE,0.01075530023387674
346,transfusion,MNAR_quant,929893137,OT_PMM,RMSE,0.05652191968560447
347,transfusion,MNAR_quant,929893137,OT_PMM,MAE,0.007170200155917831
348,transfusion,MNAR_quant,942484272,PMM,RMSE,1.0330963377452518
349,transfusion,MNAR_quant,942484272,PMM,MAE,0.7087767141861542
350,transfusion,MNAR_quant,942484272,OT_PMM,RMSE,1.0523402107481994
351,transfusion,MNAR_quant,942484272,OT_PMM,MAE,0.7318564431342989
352,transfusion,MNAR_quant,952224740,PMM,RMSE,1.131610479146028
353,transfusion,MNAR_quant,952224740,PMM,MAE,0.723385240763518
354,transfusion,MNAR_quant,952224740,OT_PMM,RMSE,1.0575357608659768
355,transfusion,MNAR_quant,952224740,OT_PMM,MAE,0.6798531423223256
356,transfusion,MNAR_quant,967196436,PMM,RMSE,0.12292253312494315
357,transfusion,MNAR_quant,967196436,PMM,MAE,0.021332089260552203
358,transfusion,MNAR_quant,967196436,OT_PMM,RMSE,0.08036345386601906
359,transfusion,MNAR_quant,967196436,OT_PMM,MAE,0.016354601766423362
360,parkinsons,MCAR,1074497555,PMM,RMSE,0.733411409059806
361,parkinsons,MCAR,1074497555,PMM,MAE,0.42944186810531565
362,parkinsons,MCAR,1074497555,OT_PMM,RMSE,0.6372151546279762
363,parkinsons,MCAR,1074497555,OT_PMM,MAE,0.378211921694915
364,parkinsons,MCAR,1102145672,PMM,RMSE,0.6710236145093242
365,parkinsons,MCAR,1102145672,PMM,MAE,0.41109555996282104
366,parkinsons,MCAR,1102145672,OT_PMM,RMSE,0.6632377532405181
367,parkinsons,MCAR,1102145672,OT_PMM,MAE,0.38833936559677995
368,parkinsons,MCAR,1130604997,PMM,RMSE,0.7051406737903134
369,parkinsons,MCAR,1130604997,PMM,MAE,0.42043442093891004
370,parkinsons,MCAR,1130604997,OT_PMM,RMSE,0.6533006674052777
371,parkinsons,MCAR,1130604997,OT_PMM,MAE,0.38514854501267076
372,parkinsons,MCAR,1171300112,PMM,RMSE,0.7128941262020179
373,parkinsons,MCAR,1171300112,PMM,MAE,0.423512482135525
374,parkinsons,MCAR,1171300112,OT_PMM,RMSE,0.6054766061690136
375,parkinsons,MCAR,1171300112,OT_PMM,MAE,0.3585859703935952
376,parkinsons,MCAR,1382689815,PMM,RMSE,0.7028035420589651
377,parkinsons,MCAR,1382689815,PMM,MAE,0.4243789350634888
378,parkinsons,MCAR,1382689815,OT_PMM,RMSE,0.6158765692281669
